participant_id,video_id,video_type,prime_type,classification_difficulty,action_match,trial,fixation_id,loop,frame,duration_ms,x_px,y_px
A110_002,33974,full,inpainted,Hard,1,21,18,4,29,121,268.7744511,150.1636727
A110_002,33974,full,inpainted,Hard,1,21,19,4,42,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,43,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,44,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,45,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,46,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,47,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,48,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,49,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,50,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,51,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,52,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,53,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,54,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,55,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,56,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,57,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,58,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,59,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,60,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,61,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,62,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,63,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,64,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,65,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,66,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,67,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,68,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,69,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,70,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,19,4,71,479,270.0518962,147.2894212
A110_002,33974,full,inpainted,Hard,1,21,20,4,72,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,73,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,74,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,75,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,76,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,77,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,78,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,79,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,80,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,81,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,82,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,83,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,84,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,85,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,86,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,87,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,88,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,89,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,90,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,91,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,92,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,93,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,94,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,95,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,96,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,97,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,98,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,99,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,100,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,101,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,102,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,103,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,20,4,104,543,296.750499,146.011976
A110_002,33974,full,inpainted,Hard,1,21,21,4,105,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,106,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,107,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,108,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,109,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,110,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,111,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,112,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,113,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,114,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,115,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,116,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,117,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,21,4,118,204,289.4690619,145.1816367
A110_002,33974,full,inpainted,Hard,1,21,22,4,120,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,121,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,122,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,123,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,124,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,125,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,126,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,127,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,22,4,128,132,253.3173653,135.6646707
A110_002,33974,full,inpainted,Hard,1,21,23,4,129,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,130,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,131,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,132,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,133,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,134,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,135,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,136,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,137,515,249.1017964,138.2195609
A110_002,33974,full,inpainted,Hard,1,21,23,4,138,515,249.1017964,138.2195609
